ip_country,ip_city,ip_lat,ip_lon,ip_timezone,local_time,user_country,user_city,amount,transaction_frequency,account_age_days,device_type,payment_method,label
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-22 11:07:58,India,Mumbai,7125.97,59,137,web,credit_card,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-07-12 11:07:58,France,Paris,14.03,24,4646,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-12 19:07:58,Japan,Tokyo,8111.73,162,64,mobile,voucher,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-01-18 21:07:58,Australia,Sydney,2989.44,27,3022,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-01 11:07:58,France,Paris,2240.68,8,352,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-17 19:07:58,Japan,Tokyo,4625.81,27,2351,web,apple_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-06-04 21:07:58,Australia,Sydney,1191.6,14,4653,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-02 11:07:58,France,Paris,1175.29,15,2327,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-04-13 21:07:58,Australia,Sydney,4970.85,22,2715,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-09-03 11:07:58,Brazil,São Paulo,4426.18,80,175,web,paypal,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-11 19:07:58,Japan,Tokyo,750.82,17,4714,mobile,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-07-02 10:07:58,United Kingdom,London,4347.53,13,2090,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-09-03 21:07:58,India,Mumbai,1180.39,107,19,web,paypal,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-30 11:07:58,France,Paris,3301.76,19,821,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-09 06:07:58,United States,New York,4654.44,9,1941,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-11-23 21:07:58,India,Mumbai,5967.8,167,140,mobile,paypal,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-09 19:07:58,Japan,Tokyo,2939.77,25,3404,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-20 10:07:58,United Kingdom,London,4304.19,17,3403,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-09-29 06:07:58,Canada,Toronto,1496.37,29,952,web,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-16 15:37:58,United States,New York,3233.49,178,82,web,google_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-19 19:07:58,Japan,Tokyo,2150.7,7,2599,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-08-02 06:07:58,United States,New York,2306.42,2,3175,mobile,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-12-31 11:07:58,Germany,Berlin,1257.49,27,3158,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-07-09 07:07:58,Brazil,São Paulo,1755.86,18,2563,mobile,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-13 12:07:58,South Africa,Johannesburg,3276.85,8,1613,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-26 06:07:58,Canada,Toronto,774.28,30,4207,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-10 07:07:58,Brazil,São Paulo,4639.81,7,2835,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-13 19:07:58,Japan,Tokyo,2221.3,2,2355,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-25 19:07:58,Japan,Tokyo,4087.87,26,1834,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-11-29 06:07:58,United States,New York,4522.77,7,117,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-03 11:07:58,Germany,Berlin,2628.59,2,925,mobile,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-03-11 21:07:58,Australia,Sydney,4270.59,14,846,mobile,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-25 12:07:58,South Africa,Johannesburg,2275.88,168,93,mobile,voucher,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-04 11:07:58,France,Paris,1270.66,20,4166,web,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-25 10:07:58,United Kingdom,London,3640.02,25,2854,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-03-19 19:07:58,Japan,Tokyo,4454.66,18,3241,mobile,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-02-28 12:07:58,South Africa,Johannesburg,4771.4,16,899,mobile,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-20 07:07:58,Brazil,São Paulo,2415.83,24,3570,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-03 06:07:58,Canada,Toronto,4741.1,13,1696,web,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-02-15 12:07:58,Japan,Tokyo,4007.55,84,172,web,paypal,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-17 19:07:58,Japan,Tokyo,3759.72,22,303,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-08-16 11:07:58,Brazil,São Paulo,7145.59,169,37,web,paypal,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-15 11:07:58,Australia,Sydney,3476.67,59,105,web,google_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-03-01 11:07:58,France,Paris,2888.75,9,1108,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-01 06:07:58,Germany,Berlin,4226.33,126,149,web,apple_pay,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-12-18 21:07:58,Canada,Toronto,5218.47,181,160,mobile,paypal,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-06-26 06:07:58,Canada,Toronto,2450.22,3,3588,mobile,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-22 12:07:58,Brazil,São Paulo,2906.11,172,68,mobile,credit_card,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-10-07 11:07:58,France,Paris,2359.42,22,987,mobile,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-30 11:07:58,India,Mumbai,2588.53,81,178,web,google_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-14 06:07:58,Canada,Toronto,4188.95,30,2081,mobile,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-08-04 11:07:58,South Africa,Johannesburg,7591.67,86,130,mobile,paypal,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-10-24 12:07:58,South Africa,Johannesburg,2573.87,11,154,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-04 07:07:58,Brazil,São Paulo,448.95,27,4784,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-19 06:07:58,Canada,Toronto,3883.31,22,1124,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-28 06:07:58,Canada,Toronto,793.69,10,1880,mobile,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-21 21:07:58,Australia,Sydney,3968.4,29,3137,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-07-25 15:37:58,India,Mumbai,122.87,1,3716,web,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-28 07:07:58,Brazil,São Paulo,4372.58,22,3378,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-23 06:07:58,United States,New York,1753.64,13,1350,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-04 06:07:58,United States,New York,4216.74,26,1217,web,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-12-26 10:07:58,Germany,Berlin,5639.67,104,76,mobile,credit_card,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-16 21:07:58,Australia,Sydney,2087.64,29,1298,web,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-12 11:07:58,France,Paris,275.39,24,3858,mobile,voucher,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-12-22 10:07:58,United Kingdom,London,2974.45,3,4437,mobile,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-07-26 12:07:58,South Africa,Johannesburg,3753.16,13,3955,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-16 11:07:58,France,Paris,4561.33,21,3138,web,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-03-14 11:07:58,France,Paris,4557.39,16,473,web,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-05-12 06:07:58,Canada,Toronto,254.97,15,4736,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-30 11:07:58,Germany,Berlin,130.78,5,4372,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-03-02 11:07:58,France,Paris,856.66,29,3508,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-06-05 11:07:58,France,Paris,2026.29,5,4943,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-10 07:07:58,Brazil,São Paulo,193.83,15,4126,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-29 19:07:58,Japan,Tokyo,3262.36,29,4762,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-18 12:07:58,Japan,Tokyo,4929.38,112,139,mobile,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-08-12 12:07:58,South Africa,Johannesburg,1329.9,5,3778,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-02 19:07:58,Japan,Tokyo,4237.8,9,1547,mobile,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-04-13 07:07:58,Brazil,São Paulo,2808.66,27,3700,mobile,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-03-10 11:07:58,Germany,Berlin,61.11,14,4929,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-17 10:07:58,United Kingdom,London,4368.43,3,691,mobile,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-05-20 06:07:58,Canada,Toronto,2370.38,18,3719,mobile,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-23 11:07:58,Germany,Berlin,1167.2,12,130,web,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-09 11:07:58,France,Paris,4423.32,15,1447,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-31 19:07:58,Japan,Tokyo,3352.76,18,448,mobile,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-11 15:37:58,India,Mumbai,4672.77,9,2538,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-11-02 21:07:58,Australia,Sydney,3005.1,9,2533,mobile,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-04-23 07:07:58,Brazil,São Paulo,3714.6,7,1193,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-11-19 06:07:58,United States,New York,2709.44,17,1762,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-02 06:07:58,United States,New York,4815.17,5,2676,web,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-13 11:07:58,Canada,Toronto,7219.49,117,120,web,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-05-28 11:07:58,Canada,Toronto,6096.35,153,107,mobile,credit_card,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-05-13 11:07:58,Germany,Berlin,760.21,28,1105,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-30 11:07:58,Germany,Berlin,3994.9,10,2157,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-17 10:07:58,United Kingdom,London,32.98,11,4720,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-30 19:07:58,France,Paris,8705.08,180,47,mobile,voucher,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-01 11:07:58,United Kingdom,London,6319.88,74,147,mobile,google_pay,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-03-10 07:07:58,Brazil,São Paulo,1194.33,12,427,mobile,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-07-13 07:07:58,Brazil,São Paulo,1596.27,6,3247,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-25 15:37:58,United Kingdom,London,1549.53,158,133,mobile,paypal,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-05 11:07:58,Canada,Toronto,8490.95,106,140,web,paypal,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-04 07:07:58,Brazil,São Paulo,1236.32,27,359,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-08-06 07:07:58,Brazil,São Paulo,306.57,27,412,mobile,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-21 12:07:58,South Africa,Johannesburg,4594.68,170,132,mobile,google_pay,1
United States,New York,40.7128,-74.006,America/New_York,2025-01-12 06:07:58,United States,New York,2201.17,8,1853,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-19 11:07:58,France,Paris,1214.39,26,2592,mobile,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-09-05 06:07:58,Germany,Berlin,9585.45,124,59,web,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-15 11:07:58,Germany,Berlin,3002.61,21,168,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-24 19:07:58,Australia,Sydney,2550.9,71,96,mobile,paypal,1
United States,New York,40.7128,-74.006,America/New_York,2024-10-22 06:07:58,United States,New York,4121.98,26,4271,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-08-09 07:07:58,Brazil,São Paulo,2567.47,19,2713,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-16 06:07:58,Canada,Toronto,4389.45,25,775,web,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-27 07:07:58,Brazil,São Paulo,1835.31,13,2231,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-20 12:07:58,South Africa,Johannesburg,867.18,12,4520,mobile,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-07-31 06:07:58,Canada,Toronto,846.81,24,969,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-27 15:37:58,India,Mumbai,3293.92,2,4647,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-04-22 06:07:58,United States,New York,1603.98,12,172,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-07-28 07:07:58,Brazil,São Paulo,1026.15,30,4856,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-12 07:07:58,Brazil,São Paulo,1542.88,13,4705,mobile,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-04 11:07:58,Germany,Berlin,3785.6,17,854,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-27 11:07:58,France,Paris,332.86,26,2379,web,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-02 10:07:58,United Kingdom,London,2764.06,6,2768,mobile,apple_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-07 21:07:58,Australia,Sydney,2005.73,9,3678,mobile,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-27 15:37:58,India,Mumbai,4298.68,29,993,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-21 11:07:58,Germany,Berlin,1695.63,25,4397,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-01-13 21:07:58,Australia,Sydney,2863.81,2,1441,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-24 06:07:58,United States,New York,4788.08,16,4673,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-11-01 06:07:58,United Kingdom,London,8144.27,152,137,mobile,apple_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-26 19:07:58,Canada,Toronto,8227.01,61,11,mobile,voucher,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-06-21 19:07:58,France,Paris,6489.08,79,122,mobile,paypal,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-26 07:07:58,Japan,Tokyo,2510.41,121,173,web,credit_card,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-04-18 11:07:58,Germany,Berlin,319.23,2,92,mobile,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-25 11:07:58,Germany,Berlin,4066.36,9,3930,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-06-03 10:07:58,United Kingdom,London,5102.13,172,82,mobile,voucher,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-12-29 10:07:58,United Kingdom,London,4674.25,10,899,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-25 21:07:58,Australia,Sydney,4438.59,17,4780,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-20 07:07:58,Brazil,São Paulo,2385.67,22,605,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-06 07:07:58,Brazil,São Paulo,422.09,10,2876,web,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-12-06 10:07:58,United Kingdom,London,8936.45,169,88,web,google_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-07 15:37:58,India,Mumbai,1727.34,22,1675,mobile,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-09 11:07:58,Germany,Berlin,4226.13,6,1629,web,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-02 11:07:58,Germany,Berlin,3126.03,17,3259,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-04-13 11:07:58,France,Paris,995.12,11,1929,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-01 21:07:58,Australia,Sydney,4804.26,22,730,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-31 11:07:58,France,Paris,3042.26,22,484,web,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-12 15:37:58,Australia,Sydney,7143.88,198,50,web,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-13 11:07:58,Germany,Berlin,2890.78,21,4267,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-04 07:07:58,Australia,Sydney,3804.59,53,148,web,paypal,1
United States,New York,40.7128,-74.006,America/New_York,2024-08-21 06:07:58,United States,New York,4405.93,21,227,mobile,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-23 21:07:58,Australia,Sydney,2123.25,29,4342,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-03-14 06:07:58,United States,New York,599.43,21,2651,web,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-10-29 07:07:58,Brazil,São Paulo,4027.59,8,4020,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2025-02-12 06:07:58,United States,New York,322.0,9,3735,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-07-06 11:07:58,France,Paris,3691.12,21,3146,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-19 12:07:58,South Africa,Johannesburg,1254.86,19,4342,mobile,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-12-24 21:07:58,Australia,Sydney,3163.66,16,3060,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-27 07:07:58,Brazil,São Paulo,1907.22,12,3212,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-03-16 07:07:58,India,Mumbai,2729.61,127,64,mobile,voucher,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-25 07:07:58,Brazil,São Paulo,2858.98,27,4196,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-27 06:07:58,United States,New York,3390.08,15,931,web,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-08-21 12:07:58,Canada,Toronto,5176.35,55,32,web,credit_card,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-09-01 21:07:58,Australia,Sydney,3933.01,29,2253,web,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-09 19:07:58,United States,New York,7256.5,125,34,mobile,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-11-14 12:07:58,South Africa,Johannesburg,3897.09,6,4557,mobile,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-06-29 15:37:58,India,Mumbai,1332.36,24,1834,mobile,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-03 12:07:58,South Africa,Johannesburg,3299.49,8,245,mobile,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-26 15:37:58,India,Mumbai,2135.54,30,782,mobile,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-06-30 15:37:58,India,Mumbai,344.22,9,31,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-24 06:07:58,Canada,Toronto,1247.17,7,2744,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-16 15:37:58,Japan,Tokyo,7218.54,100,178,mobile,voucher,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-03-22 07:07:58,Brazil,São Paulo,4912.3,28,2699,mobile,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-16 11:07:58,Germany,Berlin,1259.58,10,1962,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-03-31 12:07:58,Australia,Sydney,7305.9,162,85,mobile,voucher,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-08-16 07:07:58,Brazil,São Paulo,2809.62,13,2392,web,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-02-05 21:07:58,Australia,Sydney,3573.96,21,140,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-07-21 06:07:58,Canada,Toronto,3686.28,19,46,web,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-24 11:07:58,Germany,Berlin,4810.08,19,4915,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-23 12:07:58,South Africa,Johannesburg,4304.08,20,4762,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-14 06:07:58,Canada,Toronto,3823.82,26,3498,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-07-16 15:37:58,India,Mumbai,4561.68,3,2995,web,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-04-27 11:07:58,France,Paris,74.19,2,1365,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-16 06:07:58,France,Paris,6751.79,130,169,mobile,paypal,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-09-13 11:07:58,Canada,Toronto,2268.51,156,73,mobile,credit_card,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-13 06:07:58,Canada,Toronto,3783.78,4,2015,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-05 11:07:58,Germany,Berlin,1773.29,19,4918,web,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-13 12:07:58,India,Mumbai,5891.5,67,13,mobile,paypal,1
United States,New York,40.7128,-74.006,America/New_York,2024-06-08 06:07:58,United States,New York,4034.97,16,1273,mobile,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-11 07:07:58,Brazil,São Paulo,4548.19,19,1128,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-10-18 07:07:58,Brazil,São Paulo,1915.11,15,2179,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-26 15:37:58,India,Mumbai,1825.78,10,1905,mobile,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-04-23 11:07:58,Germany,Berlin,2611.1,8,359,web,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-22 06:07:58,United States,New York,3017.16,22,486,web,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-23 07:07:58,Brazil,São Paulo,1036.01,11,270,web,apple_pay,0
